Event,Timestamp,Ack Number,Sequence
Triple Duplicate,2020-04-21 16:34:04.291417,1,4288622
Triple Duplicate,2020-04-21 16:34:04.291462,1,4294462
Triple Duplicate,2020-04-21 16:34:04.291463,1,4298842
Triple Duplicate,2020-04-21 16:34:04.291464,1,4303222
Triple Duplicate,2020-04-21 16:34:04.291465,1,4307602
Triple Duplicate,2020-04-21 16:34:04.292280,1,4311982
Triple Duplicate,2020-04-21 16:34:04.397987,1,4320742
Triple Duplicate,2020-04-21 16:34:04.397989,1,4325122
Triple Duplicate,2020-04-21 16:34:04.397991,1,4329502
Triple Duplicate,2020-04-21 16:34:04.397993,1,4333882
Triple Duplicate,2020-04-21 16:34:04.397995,1,4338262
Triple Duplicate,2020-04-21 16:34:04.397997,1,4342642
Triple Duplicate,2020-04-21 16:34:04.399354,1,4347022
Triple Duplicate,2020-04-21 16:34:04.399356,1,4351402
Triple Duplicate,2020-04-21 16:34:04.399358,1,4355782
Triple Duplicate,2020-04-21 16:34:04.399360,1,4360162
Triple Duplicate,2020-04-21 16:34:04.399362,1,4364542
Triple Duplicate,2020-04-21 16:34:04.402690,1,4368922
Triple Duplicate,2020-04-21 16:34:04.402692,1,4373302
Triple Duplicate,2020-04-21 16:34:04.402694,1,4377682
Triple Duplicate,2020-04-21 16:34:04.402696,1,4382062
Triple Duplicate,2020-04-21 16:34:04.402698,1,4386442
Triple Duplicate,2020-04-21 16:34:04.402700,1,4390822
Triple Duplicate,2020-04-21 16:34:04.402702,1,4395202
Triple Duplicate,2020-04-21 16:34:04.402704,1,4399582
Triple Duplicate,2020-04-21 16:34:04.404216,1,4403962
Triple Duplicate,2020-04-21 16:34:04.404218,1,4408342
Triple Duplicate,2020-04-21 16:34:04.404220,1,4412722
Triple Duplicate,2020-04-21 16:34:04.404222,1,4417102
Triple Duplicate,2020-04-21 16:34:04.405466,1,4422942
Triple Duplicate,2020-04-21 16:34:04.405469,1,4427322
Triple Duplicate,2020-04-21 16:34:04.405471,1,4431702
Triple Duplicate,2020-04-21 16:34:04.405473,1,4436082
Triple Duplicate,2020-04-21 16:34:04.405475,1,4440462
Triple Duplicate,2020-04-21 16:34:04.405477,1,4444842
Triple Duplicate,2020-04-21 16:34:04.405479,1,4449222
Triple Duplicate,2020-04-21 16:34:04.405481,1,4453602
Triple Duplicate,2020-04-21 16:34:04.405483,1,4457982
Triple Duplicate,2020-04-21 16:34:04.405485,1,4462362
Triple Duplicate,2020-04-21 16:34:04.406584,1,4469662
Triple Duplicate,2020-04-21 16:34:04.406586,1,4474042
Triple Duplicate,2020-04-21 16:34:04.406589,1,4478422
Triple Duplicate,2020-04-21 16:34:04.406591,1,4484262
Triple Duplicate,2020-04-21 16:34:04.406593,1,4487182
Triple Duplicate,2020-04-21 16:34:04.406595,1,4491562
Triple Duplicate,2020-04-21 16:34:04.407397,1,4497402
Triple Duplicate,2020-04-21 16:34:04.407399,1,4501782
Triple Duplicate,2020-04-21 16:34:04.407401,1,4506162
Triple Duplicate,2020-04-21 16:34:04.407403,1,4510542
Triple Duplicate,2020-04-21 16:34:04.407405,1,4514922
Triple Duplicate,2020-04-21 16:34:04.407407,1,4519302
Triple Duplicate,2020-04-21 16:34:04.407409,1,4523682
Triple Duplicate,2020-04-21 16:34:04.407411,1,4528062
Triple Duplicate,2020-04-21 16:34:04.512023,1,4532442
Triple Duplicate,2020-04-21 16:34:04.512025,1,4536822
Triple Duplicate,2020-04-21 16:34:04.512026,1,4541202
Triple Duplicate,2020-04-21 16:34:04.512928,1,4548502
Triple Duplicate,2020-04-21 16:34:04.512930,1,4551422
Triple Duplicate,2020-04-21 16:34:04.579853,4347022,1
Triple Duplicate,2020-04-21 16:34:04.582543,4347022,1
Triple Duplicate,2020-04-21 16:34:04.584763,4347022,1
Triple Duplicate,2020-04-21 16:34:04.587687,4347022,1
Triple Duplicate,2020-04-21 16:34:04.589837,4347022,1
Triple Duplicate,2020-04-21 16:34:04.592102,4347022,1
Triple Duplicate,2020-04-21 16:34:04.594108,4347022,1
Triple Duplicate,2020-04-21 16:34:04.596090,4347022,1
Triple Duplicate,2020-04-21 16:34:04.598013,4347022,1
Triple Duplicate,2020-04-21 16:34:04.602915,4347022,1
Triple Duplicate,2020-04-21 16:34:04.605070,4347022,1
Triple Duplicate,2020-04-21 16:34:04.607323,4347022,1
Triple Duplicate,2020-04-21 16:34:04.609218,4347022,1
Triple Duplicate,2020-04-21 16:34:04.613656,4347022,1
Triple Duplicate,2020-04-21 16:34:04.615992,4347022,1
Triple Duplicate,2020-04-21 16:34:04.618914,4347022,1
Triple Duplicate,2020-04-21 16:34:04.620250,4347022,1
Triple Duplicate,2020-04-21 16:34:04.623170,4347022,1
Triple Duplicate,2020-04-21 16:34:04.625518,4347022,1
Triple Duplicate,2020-04-21 16:34:04.627581,4347022,1
Triple Duplicate,2020-04-21 16:34:04.629829,4347022,1
Triple Duplicate,2020-04-21 16:34:04.632189,4347022,1
Triple Duplicate,2020-04-21 16:34:04.636357,4347022,1
Triple Duplicate,2020-04-21 16:34:04.638515,4347022,1
Triple Duplicate,2020-04-21 16:34:04.640792,4347022,1
Triple Duplicate,2020-04-21 16:34:04.643053,4347022,1
Triple Duplicate,2020-04-21 16:34:04.646914,4347022,1
Triple Duplicate,2020-04-21 16:34:04.649089,4347022,1
Triple Duplicate,2020-04-21 16:34:04.651229,4347022,1
Triple Duplicate,2020-04-21 16:34:04.653479,4347022,1
Triple Duplicate,2020-04-21 16:34:04.655731,4347022,1
Triple Duplicate,2020-04-21 16:34:04.657930,4347022,1
Triple Duplicate,2020-04-21 16:34:04.660324,4347022,1
Triple Duplicate,2020-04-21 16:34:04.662625,4347022,1
Triple Duplicate,2020-04-21 16:34:04.664838,4347022,1
Triple Duplicate,2020-04-21 16:34:04.667004,4347022,1
Triple Duplicate,2020-04-21 16:34:04.670173,4347022,1
Triple Duplicate,2020-04-21 16:34:04.672412,4347022,1
Triple Duplicate,2020-04-21 16:34:04.674600,4347022,1
Triple Duplicate,2020-04-21 16:34:04.677481,4347022,1
Triple Duplicate,2020-04-21 16:34:04.679710,4347022,1
Triple Duplicate,2020-04-21 16:34:04.682467,4347022,1
Triple Duplicate,2020-04-21 16:34:04.684719,4347022,1
Triple Duplicate,2020-04-21 16:34:04.689154,4347022,1
Triple Duplicate,2020-04-21 16:34:04.692070,4347022,1
Triple Duplicate,2020-04-21 16:34:04.696077,4347022,1
Triple Duplicate,2020-04-21 16:34:04.697977,4347022,1
Triple Duplicate,2020-04-21 16:34:04.805517,1,4561642
Triple Duplicate,2020-04-21 16:34:04.927007,1,4567482
Triple Duplicate,2020-04-21 16:34:04.927009,1,4571862
Triple Duplicate,2020-04-21 16:34:05.048810,1,4576242
Triple Duplicate,2020-04-21 16:34:05.048812,1,4580622
Triple Duplicate,2020-04-21 16:34:05.170313,1,4587922
Triple Duplicate,2020-04-21 16:34:05.170316,1,4592302
Triple Duplicate,2020-04-21 16:34:05.170318,1,4596682
Triple Duplicate,2020-04-21 16:34:05.291875,1,4602522
Triple Duplicate,2020-04-21 16:34:05.293824,1,4606902
Triple Duplicate,2020-04-21 16:34:05.293827,1,4612742
Triple Duplicate,2020-04-21 16:34:05.293830,1,4617122
Triple Duplicate,2020-04-21 16:34:05.414323,1,4622962
Triple Duplicate,2020-04-21 16:34:05.414893,1,4628802
Triple Duplicate,2020-04-21 16:34:05.415494,1,4634642
Triple Duplicate,2020-04-21 16:34:05.415495,1,4639022
Triple Duplicate,2020-04-21 16:34:05.415496,1,4643402
Triple Duplicate,2020-04-21 16:34:05.415497,1,4647782
Triple Duplicate,2020-04-21 16:34:05.537085,1,4650702
Triple Duplicate,2020-04-21 16:34:05.537088,1,4656542
Triple Duplicate,2020-04-21 16:34:05.537698,1,4660922
Triple Duplicate,2020-04-21 16:34:05.537701,1,4665302
Triple Duplicate,2020-04-21 16:34:05.538363,1,4669682
Triple Duplicate,2020-04-21 16:34:05.538365,1,4674062
Triple Duplicate,2020-04-21 16:34:05.538367,1,4678442
Triple Duplicate,2020-04-21 16:34:05.538369,1,4682822
Triple Duplicate,2020-04-21 16:34:05.659566,1,4690122
Triple Duplicate,2020-04-21 16:34:05.659567,1,4694502
Triple Duplicate,2020-04-21 16:34:05.659569,1,4700342
Triple Duplicate,2020-04-21 16:34:05.659570,1,4703262
Triple Duplicate,2020-04-21 16:34:05.660163,1,4710562
Triple Duplicate,2020-04-21 16:34:05.660164,1,4714942
Triple Duplicate,2020-04-21 16:34:05.660165,1,4719322
Triple Duplicate,2020-04-21 16:34:05.660166,1,4720782
Triple Duplicate,2020-04-21 16:34:05.660167,1,4728082
Triple Duplicate,2020-04-21 16:34:05.781373,1,4733922
Triple Duplicate,2020-04-21 16:34:05.781375,1,4738302
Triple Duplicate,2020-04-21 16:34:05.781377,1,4742682
Triple Duplicate,2020-04-21 16:34:05.781379,1,4747062
Triple Duplicate,2020-04-21 16:34:05.781381,1,4751442
Triple Duplicate,2020-04-21 16:34:05.782103,1,4757282
Triple Duplicate,2020-04-21 16:34:05.782105,1,4761662
Triple Duplicate,2020-04-21 16:34:05.782107,1,4766042
Triple Duplicate,2020-04-21 16:34:05.782109,1,4770422
Triple Duplicate,2020-04-21 16:34:05.782111,1,4774802
Triple Duplicate,2020-04-21 16:34:05.904717,1,4785022
Triple Duplicate,2020-04-21 16:34:05.904718,1,4793782
Triple Duplicate,2020-04-21 16:34:05.904718,1,4789402
Triple Duplicate,2020-04-21 16:34:05.904719,1,4798162
Triple Duplicate,2020-04-21 16:34:05.904720,1,4802542
Triple Duplicate,2020-04-21 16:34:05.904721,1,4806922
Triple Duplicate,2020-04-21 16:34:05.905433,1,4811302
Triple Duplicate,2020-04-21 16:34:05.905434,1,4814222
Triple Duplicate,2020-04-21 16:34:05.905436,1,4820062
Triple Duplicate,2020-04-21 16:34:05.905436,1,4824442
Triple Duplicate,2020-04-21 16:34:05.905437,1,4827362
Triple Duplicate,2020-04-21 16:34:05.905438,1,4833202
Triple Duplicate,2020-04-21 16:34:05.905972,1,4837582
Triple Duplicate,2020-04-21 16:34:06.027730,1,4844882
Triple Duplicate,2020-04-21 16:34:06.027731,1,4849262
Triple Duplicate,2020-04-21 16:34:06.027733,1,4853642
Triple Duplicate,2020-04-21 16:34:06.027735,1,4858022
Triple Duplicate,2020-04-21 16:34:06.027737,1,4862402
Triple Duplicate,2020-04-21 16:34:06.027739,1,4866782
Triple Duplicate,2020-04-21 16:34:06.028611,1,4874082
Triple Duplicate,2020-04-21 16:34:06.028613,1,4878462
Triple Duplicate,2020-04-21 16:34:06.028615,1,4882842
Triple Duplicate,2020-04-21 16:34:06.028617,1,4888682
Triple Duplicate,2020-04-21 16:34:06.028619,1,4891602
Triple Duplicate,2020-04-21 16:34:06.028620,1,4895982
Triple Duplicate,2020-04-21 16:34:06.029135,1,4903282
Triple Duplicate,2020-04-21 16:34:06.029137,1,4907662
Triple Duplicate,2020-04-21 16:34:06.151164,1,4913502
Triple Duplicate,2020-04-21 16:34:06.151166,1,4917882
Triple Duplicate,2020-04-21 16:34:06.151168,1,4922262
Triple Duplicate,2020-04-21 16:34:06.151170,1,4926642
Triple Duplicate,2020-04-21 16:34:06.151172,1,4931022
Triple Duplicate,2020-04-21 16:34:06.152044,1,4936862
Triple Duplicate,2020-04-21 16:34:06.152046,1,4941242
Triple Duplicate,2020-04-21 16:34:06.152533,1,4948542
Triple Duplicate,2020-04-21 16:34:06.152536,1,4952922
Triple Duplicate,2020-04-21 16:34:06.152538,1,4955842
Triple Duplicate,2020-04-21 16:34:06.152541,1,4961682
Triple Duplicate,2020-04-21 16:34:06.152543,1,4966062
Triple Duplicate,2020-04-21 16:34:06.152546,1,4970442
Triple Duplicate,2020-04-21 16:34:06.154672,1,4977742
Triple Duplicate,2020-04-21 16:34:06.154674,1,4982122
Triple Duplicate,2020-04-21 16:34:06.154676,1,4986502
Triple Duplicate,2020-04-21 16:34:06.260218,1,4993802
Triple Duplicate,2020-04-21 16:34:06.260219,1,4998182
Triple Duplicate,2020-04-21 16:34:06.260220,1,5002562
Triple Duplicate,2020-04-21 16:34:06.260222,1,5006942
Triple Duplicate,2020-04-21 16:34:06.260223,1,5011322
Triple Duplicate,2020-04-21 16:34:06.260224,1,5015702
Triple Duplicate,2020-04-21 16:34:06.261114,1,5020082
Triple Duplicate,2020-04-21 16:34:06.261115,1,5024462
Triple Duplicate,2020-04-21 16:34:06.261117,1,5028842
Triple Duplicate,2020-04-21 16:34:06.261558,1,5034682
Triple Duplicate,2020-04-21 16:34:06.261559,1,5039062
Triple Duplicate,2020-04-21 16:34:06.261561,1,5043442
Triple Duplicate,2020-04-21 16:34:06.261562,1,5047822
Triple Duplicate,2020-04-21 16:34:06.261564,1,5053662
Triple Duplicate,2020-04-21 16:34:06.261565,1,5056582
Triple Duplicate,2020-04-21 16:34:06.261566,1,5060962
Triple Duplicate,2020-04-21 16:34:06.264596,1,5066802
Triple Duplicate,2020-04-21 16:34:06.264597,1,5071182
Triple Duplicate,2020-04-21 16:34:06.264599,1,5077022
Triple Duplicate,2020-04-21 16:34:06.264601,1,5079942
Triple Duplicate,2020-04-21 16:34:06.369843,1,5087242
Triple Duplicate,2020-04-21 16:34:06.369844,1,5091622
Triple Duplicate,2020-04-21 16:34:06.369845,1,5093082
Triple Duplicate,2020-04-21 16:34:06.369846,1,5100382
Triple Duplicate,2020-04-21 16:34:06.369847,1,5104762
Triple Duplicate,2020-04-21 16:34:06.369848,1,5109142
Triple Duplicate,2020-04-21 16:34:06.371627,1,5117902
Triple Duplicate,2020-04-21 16:34:06.371628,1,5125202
Triple Duplicate,2020-04-21 16:34:06.371629,1,5126662
Triple Duplicate,2020-04-21 16:34:06.371630,1,5131042
Triple Duplicate,2020-04-21 16:34:06.371630,1,5135422
Triple Duplicate,2020-04-21 16:34:06.371631,1,5139802
Triple Duplicate,2020-04-21 16:34:06.371632,1,5142722
Triple Duplicate,2020-04-21 16:34:06.371633,1,5147102
Triple Duplicate,2020-04-21 16:34:06.371634,1,5152942
Triple Duplicate,2020-04-21 16:34:06.376075,1,5158782
Triple Duplicate,2020-04-21 16:34:06.376077,1,5163162
Triple Duplicate,2020-04-21 16:34:06.376077,1,5167542
Triple Duplicate,2020-04-21 16:34:06.376078,1,5169002
Triple Duplicate,2020-04-21 16:34:06.376079,1,5176302
Triple Duplicate,2020-04-21 16:34:06.376080,1,5180682
Triple Duplicate,2020-04-21 16:34:06.436595,1,5187982
Triple Duplicate,2020-04-21 16:34:06.477744,1,5193822
Triple Duplicate,2020-04-21 16:34:06.477746,1,5198202
Triple Duplicate,2020-04-21 16:34:06.477748,1,5202582
Triple Duplicate,2020-04-21 16:34:06.477750,1,5206962
Triple Duplicate,2020-04-21 16:34:06.477752,1,5211342
Triple Duplicate,2020-04-21 16:34:06.477754,1,5215722
Triple Duplicate,2020-04-21 16:34:06.477757,1,5220102
Triple Duplicate,2020-04-21 16:34:06.478401,1,5227402
Triple Duplicate,2020-04-21 16:34:06.478403,1,5231782
Triple Duplicate,2020-04-21 16:34:06.478405,1,5236162
Triple Duplicate,2020-04-21 16:34:06.478407,1,5240542
Triple Duplicate,2020-04-21 16:34:06.478409,1,5244922
Triple Duplicate,2020-04-21 16:34:06.478411,1,5249302
Triple Duplicate,2020-04-21 16:34:06.481088,1,5253682
Triple Duplicate,2020-04-21 16:34:06.481090,1,5258062
Triple Duplicate,2020-04-21 16:34:06.481092,1,5262442
Triple Duplicate,2020-04-21 16:34:06.481094,1,5266822
Triple Duplicate,2020-04-21 16:34:06.483580,1,5274122
Triple Duplicate,2020-04-21 16:34:06.483582,1,5278502
Triple Duplicate,2020-04-21 16:34:06.483584,1,5282882
Triple Duplicate,2020-04-21 16:34:06.483586,1,5287262
Triple Duplicate,2020-04-21 16:34:06.483588,1,5291642
Triple Duplicate,2020-04-21 16:34:06.483590,1,5296022
Triple Duplicate,2020-04-21 16:34:06.483593,1,5300402
Triple Duplicate,2020-04-21 16:34:06.561394,1,5306242
Triple Duplicate,2020-04-21 16:34:06.561397,1,5310622
Triple Duplicate,2020-04-21 16:34:06.602646,1,5315002
Triple Duplicate,2020-04-21 16:34:06.602649,1,5319382
Triple Duplicate,2020-04-21 16:34:06.602651,1,5323762
Triple Duplicate,2020-04-21 16:34:06.602653,1,5328142
Triple Duplicate,2020-04-21 16:34:06.602655,1,5332522
Triple Duplicate,2020-04-21 16:34:06.602658,1,5336902
Triple Duplicate,2020-04-21 16:34:06.602660,1,5341282
Triple Duplicate,2020-04-21 16:34:06.602663,1,5345662
Triple Duplicate,2020-04-21 16:34:06.604073,1,5351502
Triple Duplicate,2020-04-21 16:34:06.604076,1,5355882
Triple Duplicate,2020-04-21 16:34:06.604078,1,5360262
Triple Duplicate,2020-04-21 16:34:06.604081,1,5364642
Triple Duplicate,2020-04-21 16:34:06.604083,1,5369022
Triple Duplicate,2020-04-21 16:34:06.604086,1,5373402
Triple Duplicate,2020-04-21 16:34:06.604157,1,5377782
Triple Duplicate,2020-04-21 16:34:06.604159,1,5382162
Triple Duplicate,2020-04-21 16:34:06.604161,1,5386542
Triple Duplicate,2020-04-21 16:34:06.604163,1,5390922
Triple Duplicate,2020-04-21 16:34:06.604166,1,5395302
Triple Duplicate,2020-04-21 16:34:06.604168,1,5399682
Triple Duplicate,2020-04-21 16:34:06.606232,1,5404062
Triple Duplicate,2020-04-21 16:34:06.606234,1,5408442
Triple Duplicate,2020-04-21 16:34:06.606236,1,5412822
Triple Duplicate,2020-04-21 16:34:06.606239,1,5417202
Triple Duplicate,2020-04-21 16:34:06.606241,1,5421582
Triple Duplicate,2020-04-21 16:34:06.606244,1,5425962
Triple Duplicate,2020-04-21 16:34:06.606317,1,5430342
Triple Duplicate,2020-04-21 16:34:06.606842,1,5436182
Triple Duplicate,2020-04-21 16:34:06.673166,1,5442022
Triple Duplicate,2020-04-21 16:34:06.673168,1,5446402
Triple Duplicate,2020-04-21 16:34:06.714340,1,5455162
Triple Duplicate,2020-04-21 16:34:06.714342,1,5458082
Triple Duplicate,2020-04-21 16:34:06.714344,1,5462462
Triple Duplicate,2020-04-21 16:34:06.714346,1,5466842
Triple Duplicate,2020-04-21 16:34:06.714348,1,5471222
Triple Duplicate,2020-04-21 16:34:06.714350,1,5475602
Triple Duplicate,2020-04-21 16:34:06.714352,1,5479982
Triple Duplicate,2020-04-21 16:34:06.714354,1,5484362
Triple Duplicate,2020-04-21 16:34:06.714356,1,5488742
Triple Duplicate,2020-04-21 16:34:06.715096,1,5493122
Triple Duplicate,2020-04-21 16:34:06.715099,1,5497502
Triple Duplicate,2020-04-21 16:34:06.715100,1,5500422
Triple Duplicate,2020-04-21 16:34:06.715102,1,5506262
Triple Duplicate,2020-04-21 16:34:06.715104,1,5510642
Triple Duplicate,2020-04-21 16:34:06.715106,1,5515022
Triple Duplicate,2020-04-21 16:34:06.715108,1,5519402
Triple Duplicate,2020-04-21 16:34:06.715774,1,5526702
Triple Duplicate,2020-04-21 16:34:06.715776,1,5529622
Triple Duplicate,2020-04-21 16:34:06.715778,1,5534002
Triple Duplicate,2020-04-21 16:34:06.715780,1,5538382
Triple Duplicate,2020-04-21 16:34:06.715782,1,5542762
Triple Duplicate,2020-04-21 16:34:06.715784,1,5547142
Triple Duplicate,2020-04-21 16:34:06.718042,1,5551522
Triple Duplicate,2020-04-21 16:34:06.718044,1,5555902
Triple Duplicate,2020-04-21 16:34:06.718046,1,5560282
Triple Duplicate,2020-04-21 16:34:06.718048,1,5564662
Triple Duplicate,2020-04-21 16:34:06.718050,1,5569042
Triple Duplicate,2020-04-21 16:34:06.718052,1,5573422
Triple Duplicate,2020-04-21 16:34:06.718646,1,5580722
Triple Duplicate,2020-04-21 16:34:06.718648,1,5585102
Triple Duplicate,2020-04-21 16:34:06.721279,1,5589482
Triple Duplicate,2020-04-21 16:34:06.721281,1,5593862
Triple Duplicate,2020-04-21 16:34:06.785957,1,5598242
Triple Duplicate,2020-04-21 16:34:06.785960,1,5602622
Triple Duplicate,2020-04-21 16:34:06.785962,1,5607002
Triple Duplicate,2020-04-21 16:34:06.826714,1,5612842
Triple Duplicate,2020-04-21 16:34:06.826715,1,5618682
Triple Duplicate,2020-04-21 16:34:06.826716,1,5620142
Triple Duplicate,2020-04-21 16:34:06.826717,1,5625982
Triple Duplicate,2020-04-21 16:34:06.826718,1,5630362
Triple Duplicate,2020-04-21 16:34:06.826719,1,5634742
Triple Duplicate,2020-04-21 16:34:06.826720,1,5639122
Triple Duplicate,2020-04-21 16:34:06.826721,1,5646422
Triple Duplicate,2020-04-21 16:34:06.826722,1,5647882
Triple Duplicate,2020-04-21 16:34:06.827521,1,5655182
Triple Duplicate,2020-04-21 16:34:06.827522,1,5659562
Triple Duplicate,2020-04-21 16:34:06.827523,1,5663942
Triple Duplicate,2020-04-21 16:34:06.827524,1,5669782
Triple Duplicate,2020-04-21 16:34:06.827525,1,5672702
Triple Duplicate,2020-04-21 16:34:06.827526,1,5677082
Triple Duplicate,2020-04-21 16:34:06.827527,1,5681462
Triple Duplicate,2020-04-21 16:34:06.828119,1,5687302
Triple Duplicate,2020-04-21 16:34:06.830536,1,5691682
Triple Duplicate,2020-04-21 16:34:06.830537,1,5697522
Triple Duplicate,2020-04-21 16:34:06.830538,1,5701902
Triple Duplicate,2020-04-21 16:34:06.830539,1,5706282
Triple Duplicate,2020-04-21 16:34:06.830540,1,5710662
Triple Duplicate,2020-04-21 16:34:06.830542,1,5717962
Triple Duplicate,2020-04-21 16:34:06.830543,1,5719422
Triple Duplicate,2020-04-21 16:34:06.833697,1,5725262
Triple Duplicate,2020-04-21 16:34:06.833699,1,5729642
Triple Duplicate,2020-04-21 16:34:06.833700,1,5734022
Triple Duplicate,2020-04-21 16:34:06.833701,1,5739862
Triple Duplicate,2020-04-21 16:34:06.833702,1,5742782
Triple Duplicate,2020-04-21 16:34:06.833703,1,5747162
Triple Duplicate,2020-04-21 16:34:06.839103,1,5750082
Triple Duplicate,2020-04-21 16:34:06.839104,1,5755922
Triple Duplicate,2020-04-21 16:34:06.839653,1,5757382
Triple Duplicate,2020-04-21 16:34:06.839655,1,5764682
Triple Duplicate,2020-04-21 16:34:06.913103,1,5769062
Triple Duplicate,2020-04-21 16:34:06.913106,1,5773442
Triple Duplicate,2020-04-21 16:34:06.913109,1,5777822
Triple Duplicate,2020-04-21 16:34:06.955266,1,5785122
Triple Duplicate,2020-04-21 16:34:06.955268,1,5789502
Triple Duplicate,2020-04-21 16:34:06.955270,1,5793882
Triple Duplicate,2020-04-21 16:34:06.955272,1,5798262
Triple Duplicate,2020-04-21 16:34:06.955274,1,5802642
Triple Duplicate,2020-04-21 16:34:06.955276,1,5807022
Triple Duplicate,2020-04-21 16:34:06.955278,1,5811402
Triple Duplicate,2020-04-21 16:34:06.955280,1,5815782
Triple Duplicate,2020-04-21 16:34:06.955282,1,5820162
Triple Duplicate,2020-04-21 16:34:06.955284,1,5824542
Triple Duplicate,2020-04-21 16:34:06.955974,1,5828922
Triple Duplicate,2020-04-21 16:34:06.955976,1,5831842
Triple Duplicate,2020-04-21 16:34:06.955978,1,5837682
Triple Duplicate,2020-04-21 16:34:06.955980,1,5842062
Triple Duplicate,2020-04-21 16:34:06.955982,1,5846442
Triple Duplicate,2020-04-21 16:34:06.955984,1,5850822
Triple Duplicate,2020-04-21 16:34:06.955986,1,5855202
Triple Duplicate,2020-04-21 16:34:06.956632,1,5861042
Triple Duplicate,2020-04-21 16:34:06.956634,1,5865422
Triple Duplicate,2020-04-21 16:34:06.956636,1,5871262
Triple Duplicate,2020-04-21 16:34:06.956638,1,5874182
Triple Duplicate,2020-04-21 16:34:06.956640,1,5878562
Triple Duplicate,2020-04-21 16:34:06.956642,1,5884402
Triple Duplicate,2020-04-21 16:34:06.956643,1,5887322
Triple Duplicate,2020-04-21 16:34:06.959825,1,5891702
Triple Duplicate,2020-04-21 16:34:06.959827,1,5896082
Triple Duplicate,2020-04-21 16:34:06.960476,1,5900462
Triple Duplicate,2020-04-21 16:34:06.960478,1,5906302
Triple Duplicate,2020-04-21 16:34:06.960480,1,5909222
Triple Duplicate,2020-04-21 16:34:06.960482,1,5913602
Triple Duplicate,2020-04-21 16:34:06.960484,1,5917982
Triple Duplicate,2020-04-21 16:34:06.964202,1,5926742
Triple Duplicate,2020-04-21 16:34:06.964204,1,5931122
Triple Duplicate,2020-04-21 16:34:06.967538,1,5935502
Triple Duplicate,2020-04-21 16:34:06.967540,1,5939882
Triple Duplicate,2020-04-21 16:34:07.031583,1,5945722
Triple Duplicate,2020-04-21 16:34:07.031585,1,5950102
Triple Duplicate,2020-04-21 16:34:07.031587,1,5954482
Triple Duplicate,2020-04-21 16:34:07.073478,1,5961782
Triple Duplicate,2020-04-21 16:34:07.073480,1,5966162
Triple Duplicate,2020-04-21 16:34:07.073482,1,5970542
Triple Duplicate,2020-04-21 16:34:07.073484,1,5974922
Triple Duplicate,2020-04-21 16:34:07.073486,1,5979302
Triple Duplicate,2020-04-21 16:34:07.073488,1,5983682
Triple Duplicate,2020-04-21 16:34:07.073490,1,5988062
Triple Duplicate,2020-04-21 16:34:07.073492,1,5992442
Triple Duplicate,2020-04-21 16:34:07.073996,1,5998282
Triple Duplicate,2020-04-21 16:34:07.079487,1,6007042
Triple Duplicate,2020-04-21 16:34:07.079489,1,6011422
Triple Duplicate,2020-04-21 16:34:07.079491,1,6015802
Triple Duplicate,2020-04-21 16:34:07.079493,1,6020182
Triple Duplicate,2020-04-21 16:34:07.079969,1,6027482
Triple Duplicate,2020-04-21 16:34:07.079971,1,6031862
Triple Duplicate,2020-04-21 16:34:07.082499,1,6042082
Triple Duplicate,2020-04-21 16:34:07.082501,1,6046462
Triple Duplicate,2020-04-21 16:34:07.082503,1,6050842
Triple Duplicate,2020-04-21 16:34:07.082505,1,6055222
Triple Duplicate,2020-04-21 16:34:07.082507,1,6059602
Triple Duplicate,2020-04-21 16:34:07.082509,1,6063982
Triple Duplicate,2020-04-21 16:34:07.082511,1,6068362
Triple Duplicate,2020-04-21 16:34:07.082513,1,6072742
Triple Duplicate,2020-04-21 16:34:07.082515,1,6077122
Triple Duplicate,2020-04-21 16:34:07.082517,1,6081502
Triple Duplicate,2020-04-21 16:34:07.082519,1,6084422
Triple Duplicate,2020-04-21 16:34:07.084568,1,6090262
Triple Duplicate,2020-04-21 16:34:07.084570,1,6094642
Triple Duplicate,2020-04-21 16:34:07.084573,1,6100482
Triple Duplicate,2020-04-21 16:34:07.085217,1,6106322
Triple Duplicate,2020-04-21 16:34:07.085220,1,6110702
Triple Duplicate,2020-04-21 16:34:07.085386,1,6115082
Triple Duplicate,2020-04-21 16:34:07.085388,1,6119462
Triple Duplicate,2020-04-21 16:34:07.150414,1,6125302
Triple Duplicate,2020-04-21 16:34:07.150416,1,6129682
Triple Duplicate,2020-04-21 16:34:07.150419,1,6135522
Triple Duplicate,2020-04-21 16:34:07.191234,1,6139902
Triple Duplicate,2020-04-21 16:34:07.191236,1,6144282
Triple Duplicate,2020-04-21 16:34:07.191238,1,6148662
Triple Duplicate,2020-04-21 16:34:07.191240,1,6153042
Triple Duplicate,2020-04-21 16:34:07.191242,1,6157422
Triple Duplicate,2020-04-21 16:34:07.191244,1,6161802
Triple Duplicate,2020-04-21 16:34:07.191246,1,6166182
Triple Duplicate,2020-04-21 16:34:07.192212,1,6170562
Triple Duplicate,2020-04-21 16:34:07.192214,1,6174942
Triple Duplicate,2020-04-21 16:34:07.192663,1,6179322
Triple Duplicate,2020-04-21 16:34:07.196176,1,6188082
Triple Duplicate,2020-04-21 16:34:07.196178,1,6192462
Triple Duplicate,2020-04-21 16:34:07.196180,1,6196842
